y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25
0.0,0.813,0.086,0.361,0.419,0.614,0.29,0.544,0.091,0.479,0.84,0.575,0.935,0.352,0.974,0.719,0.264,0.879,0.53,0.981,0.303,0.648,0.306,0.87,0.305,0.046
1.0,0.943,0.447,0.321,0.356,0.093,0.964,0.428,0.64,0.797,0.42,0.643,0.224,0.024,0.035,0.841,0.92,0.8,0.822,0.143,0.804,0.494,0.014,0.785,0.655,0.402
0.0,0.464,0.745,0.175,0.734,0.72,0.458,0.973,0.749,0.738,0.536,0.437,0.3,0.686,0.446,0.954,0.122,0.985,0.274,0.789,0.379,0.629,0.887,0.307,0.209,0.999
1.0,0.855,0.566,0.509,0.415,0.615,0.719,0.922,0.097,0.952,0.154,0.611,0.508,0.513,0.684,0.339,0.135,0.433,0.969,0.318,0.577,0.165,0.409,0.88,0.768,0.508
0.0,0.506,0.556,0.849,0.116,0.62,0.231,0.464,0.311,0.303,0.642,0.858,0.347,0.184,0.307,0.912,0.784,0.383,0.15,0.563,0.927,0.995,0.893,0.412,0.898,0.698
1.0,0.711,0.342,0.328,0.51,0.554,0.031,0.721,0.058,0.169,0.216,0.846,0.27,0.539,0.184,0.07,0.528,0.641,0.113,0.696,0.336,0.241,0.536,0.949,0.025,0.759
1.0,0.888,0.406,0.092,0.421,0.313,0.276,0.961,0.375,0.263,0.27,0.35,0.681,0.894,0.018,0.896,0.194,0.164,0.762,0.746,0.057,0.015,0.376,0.856,0.612,0.451
1.0,0.047,0.108,0.354,0.28,0.354,0.673,0.502,0.639,0.035,0.347,0.374,0.714,0.871,0.859,0.954,0.328,0.442,0.156,0.934,0.31,0.659,0.523,0.707,0.934,0.435
0.0,0.458,0.456,0.447,0.222,0.094,0.299,0.85,0.907,0.359,0.785,0.036,0.049,0.869,0.04,0.289,0.19,0.035,0.58,0.864,0.149,0.625,0.903,0.584,0.365,0.949
1.0,0.292,0.478,0.858,0.744,0.134,0.14,0.502,0.478,0.445,0.381,0.51,0.748,0.978,0.921,0.624,0.389,0.664,0.421,0.277,0.437,0.659,0.273,0.016,0.043,0.892
0.0,0.668,0.229,0.486,0.084,0.04,0.735,0.558,0.04,0.757,0.149,0.945,0.915,0.061,0.471,0.704,0.282,0.373,0.731,0.186,0.086,0.486,0.529,0.725,0.996,0.375
1.0,0.554,0.677,0.542,0.61,0.595,0.593,0.3,0.018,0.901,0.571,0.4,0.287,0.369,0.616,0.802,0.574,0.24,0.951,0.703,0.644,0.378,0.017,0.674,0.261,0.932
0.0,0.258,0.949,0.171,0.063,0.784,0.726,0.423,0.07,0.514,0.838,0.003,0.809,0.061,0.922,0.761,0.528,0.425,0.061,0.024,0.077,0.889,0.813,0.688,0.26,0.772
0.0,0.94,0.665,0.407,0.89,0.689,0.806,0.727,0.845,0.386,0.959,0.744,0.158,0.14,0.324,0.686,0.995,0.473,0.666,0.486,0.539,0.923,0.244,0.902,0.167,0.634
0.0,0.704,0.841,0.325,0.868,0.774,0.937,0.092,0.292,0.644,0.472,0.022,0.917,0.383,0.076,0.165,0.618,0.353,0.379,0.641,0.123,0.135,0.648,0.681,0.134,0.052
0.0,0.294,0.061,0.995,0.866,0.82,0.66,0.259,0.606,0.429,0.733,0.705,0.731,0.555,0.156,0.922,0.31,0.877,0.245,0.503,0.93,0.497,0.719,0.4,0.96,0.722
1.0,0.869,0.821,0.552,0.656,0.157,0.952,0.695,0.231,0.256,0.771,0.25,0.427,0.605,0.602,0.78,0.299,0.8,0.034,0.502,0.945,0.561,0.412,0.726,0.65,0.307
1.0,0.214,0.664,0.504,0.838,0.975,0.446,0.623,0.543,0.334,0.96,0.672,0.224,0.138,0.962,0.613,0.139,0.026,0.967,0.536,0.761,0.027,0.168,0.872,0.917,0.459
1.0,0.809,0.405,0.659,0.235,0.568,0.128,0.905,0.055,0.352,0.431,0.899,0.424,0.738,0.215,0.822,0.362,0.521,0.842,0.056,0.178,0.307,0.643,0.359,0.696,0.69
1.0,0.502,0.427,0.88,0.523,0.626,0.284,0.792,0.721,0.145,0.08,0.772,0.016,0.654,0.714,0.825,0.079,0.139,0.124,0.006,0.85,0.467,0.053,0.796,0.445,0.921
1.0,0.232,0.156,0.074,0.467,0.704,0.403,0.218,0.63,0.486,0.29,0.646,0.105,0.321,0.826,0.394,0.499,0.195,0.674,0.941,0.354,0.028,0.401,0.12,0.77,0.977
0.0,0.142,0.13,0.243,0.436,0.304,0.346,0.421,0.603,0.73,0.147,0.63,0.86,0.835,0.935,0.026,0.16,0.834,0.509,0.508,0.673,0.025,0.726,0.265,0.299,0.937
0.0,0.673,0.166,0.496,0.646,0.955,0.323,0.284,0.931,0.266,0.604,0.357,0.483,0.432,0.468,0.683,0.417,0.881,0.57,0.87,0.484,0.628,0.906,0.78,0.808,0.149
0.0,0.98,0.616,0.579,0.955,0.77,0.469,0.038,0.759,0.018,0.791,0.45,0.177,0.41,0.475,0.329,0.627,0.508,0.952,0.142,0.343,0.55,0.141,0.101,0.116,0.575
1.0,0.77,0.913,0.996,0.034,0.833,0.804,0.822,0.574,0.544,0.026,0.683,0.023,0.765,0.184,0.122,0.589,0.424,0.713,0.989,0.956,0.057,0.191,0.231,0.363,0.486
1.0,0.594,0.396,0.91,0.49,0.732,0.98,0.248,0.423,0.362,0.332,0.009,0.363,0.321,0.487,0.157,0.71,0.989,0.225,0.934,0.677,0.499,0.118,0.855,0.556,0.887
1.0,0.393,0.674,0.235,0.418,0.862,0.624,0.069,0.973,0.376,0.601,0.982,0.445,0.777,0.16,0.149,0.643,0.413,0.686,0.119,0.412,0.007,0.472,0.761,0.826,0.565
1.0,0.954,0.374,0.133,0.062,0.848,0.943,0.461,0.029,0.801,0.121,0.568,0.466,0.031,0.371,0.451,0.189,0.684,0.116,0.24,0.314,0.852,0.68,0.277,0.524,0.426
0.0,0.601,0.614,0.443,0.059,0.613,0.797,0.958,0.62,0.556,0.442,0.66,0.198,0.294,0.144,0.697,0.574,0.366,0.139,0.435,0.267,0.704,0.94,0.799,0.396,0.27
1.0,0.186,0.591,0.336,0.626,0.292,0.122,0.826,0.406,0.883,0.056,0.961,0.276,0.135,0.675,0.417,0.153,0.844,0.037,0.506,0.422,0.469,0.456,0.521,0.157,0.982
1.0,0.534,0.264,0.222,0.623,0.055,0.564,0.06,0.366,0.957,0.618,0.227,0.785,0.838,0.405,0.518,0.606,0.108,0.685,0.131,0.628,0.317,0.022,0.35,0.683,0.297
0.0,0.444,0.292,0.518,0.886,0.188,0.969,0.303,0.615,0.754,0.025,0.64,0.558,0.99,0.148,0.504,0.555,0.964,0.475,0.872,0.636,0.715,0.841,0.281,0.489,0.937
0.0,0.924,0.892,0.806,0.571,0.875,0.867,0.703,0.495,0.774,0.794,0.679,0.584,0.358,0.791,0.952,0.345,0.233,0.217,0.464,0.699,0.223,0.371,0.11,0.483,0.873
1.0,0.215,0.445,0.509,0.08,0.858,0.029,0.787,0.831,0.36,0.731,0.54,0.425,0.412,0.187,0.238,0.669,0.928,0.845,0.238,0.859,0.556,0.588,0.074,0.208,0.044
1.0,0.371,0.775,0.103,0.515,0.729,0.717,0.559,0.28,0.676,0.186,0.097,0.417,0.963,0.868,0.548,0.57,0.79,0.287,0.49,0.801,0.053,0.038,0.613,0.047,0.06
1.0,0.531,0.928,0.578,0.088,0.301,0.387,0.442,0.193,0.914,0.328,0.585,0.092,0.259,0.783,0.216,0.97,0.459,0.873,0.527,0.965,0.332,0.03,0.621,0.97,0.811
0.0,0.738,0.524,0.314,0.671,0.214,0.693,0.482,0.724,0.712,0.855,0.214,0.004,0.532,0.553,0.852,0.699,0.601,0.23,0.245,0.269,0.442,0.908,0.989,0.214,0.531
0.0,0.114,0.423,0.649,0.918,0.193,0.304,0.765,0.33,0.768,0.685,0.176,0.676,0.985,0.031,0.096,0.536,0.855,0.448,0.049,0.822,0.072,0.14,0.135,0.823,0.651
0.0,0.3,0.82,0.027,0.808,0.854,0.31,0.822,0.062,0.085,0.265,0.582,0.312,0.805,0.756,0.856,0.77,0.412,0.487,0.589,0.582,0.443,0.744,0.171,0.262,0.283
1.0,0.219,0.205,0.947,0.746,0.135,0.888,0.049,0.754,0.813,0.424,0.96,0.174,0.709,0.545,0.43,0.046,0.328,0.99,0.741,0.99,0.207,0.733,0.032,0.366,0.628
1.0,0.383,0.002,0.179,0.678,0.435,0.863,0.546,0.918,0.29,0.769,0.752,0.313,0.23,0.571,0.538,0.318,0.998,0.332,0.837,0.734,0.155,0.138,0.323,0.998,0.142
0.0,0.173,0.847,0.154,0.891,0.76,0.585,0.733,0.075,0.313,0.637,0.543,0.509,0.621,0.672,0.568,0.615,0.33,0.159,0.168,0.882,0.838,0.518,0.782,0.324,0.068
1.0,0.888,0.468,0.303,0.877,0.3,0.649,0.203,0.356,0.167,0.484,0.545,0.16,0.307,0.888,0.021,0.163,0.423,0.217,0.234,0.628,0.14,0.39,0.525,0.047,0.28
0.0,0.994,0.199,0.251,0.33,0.089,0.062,0.542,0.23,0.718,0.842,0.715,0.52,0.806,0.456,0.091,0.465,0.634,0.839,0.988,0.11,0.547,0.805,0.352,0.644,0.877
1.0,0.621,0.929,0.108,0.01,0.85,0.363,0.826,0.046,0.317,0.817,0.556,0.108,0.256,0.761,0.913,0.66,0.872,0.228,0.785,0.314,0.276,0.546,0.94,0.681,0.249
1.0,0.93,0.737,0.241,0.478,0.845,0.215,0.387,0.569,0.489,0.956,0.622,0.238,0.339,0.062,0.149,0.312,0.582,0.228,0.631,0.674,0.889,0.74,0.695,0.738,0.628
0.0,0.247,0.397,0.723,0.95,0.209,0.236,0.516,0.986,0.07,0.842,0.244,0.034,0.049,0.321,0.566,0.975,0.778,0.77,0.62,0.071,0.121,0.284,0.458,0.968,0.441
0.0,0.678,0.052,0.286,0.64,0.859,0.749,0.809,0.432,0.342,0.672,0.764,0.832,0.091,0.338,0.086,0.997,0.877,0.489,0.047,0.647,0.886,0.905,0.885,0.511,0.668
1.0,0.765,0.947,0.164,0.745,0.273,0.359,0.691,0.519,0.27,0.483,0.745,0.581,0.107,0.982,0.282,0.907,0.984,0.881,0.548,0.25,0.34,0.389,0.351,0.404,0.66
0.0,0.942,0.297,0.411,0.242,0.333,0.892,0.327,0.891,0.562,0.358,0.272,0.044,0.658,0.906,0.617,0.017,0.28,0.152,0.405,0.333,0.816,0.97,0.511,0.458,0.587
0.0,0.997,0.057,0.05,0.853,0.27,0.578,0.562,0.464,0.875,0.408,0.063,0.401,0.592,0.991,0.409,0.53,0.97,0.618,0.507,0.977,0.149,0.513,0.034,0.997,0.33
0.0,0.959,0.051,0.25,0.834,0.18,0.498,0.61,0.223,0.489,0.842,0.247,0.796,0.605,0.963,0.268,0.824,0.326,0.305,0.88,0.019,0.741,0.063,0.69,0.123,0.656
1.0,0.314,0.101,0.842,0.55,0.899,0.264,0.221,0.587,0.886,0.564,0.533,0.425,0.424,0.475,0.862,0.79,0.167,0.852,0.518,0.419,0.389,0.066,0.592,0.469,0.822
0.0,0.939,0.793,0.667,0.503,0.92,0.686,0.609,0.646,0.275,0.489,0.888,0.901,0.739,0.338,0.63,0.447,0.236,0.478,0.624,0.242,0.96,0.793,0.937,0.03,0.006
1.0,0.643,0.407,0.633,0.507,0.367,0.169,0.575,0.595,0.858,0.457,0.716,0.323,0.288,0.298,0.112,0.158,0.238,0.212,0.371,0.734,0.555,0.737,0.516,0.418,0.384
1.0,0.331,0.491,0.046,0.227,0.892,0.829,0.937,0.798,0.69,0.566,0.43,0.472,0.839,0.789,0.168,0.359,0.347,0.343,0.247,0.265,0.33,0.405,0.177,0.072,0.683
0.0,0.988,0.761,0.645,0.738,0.752,0.972,0.432,0.497,0.059,0.698,0.939,0.951,0.142,0.204,0.333,0.455,0.088,0.972,0.498,0.417,0.215,0.655,0.703,0.192,0.955
1.0,0.499,0.263,0.514,0.816,0.818,0.16,0.686,0.025,0.487,0.308,0.83,0.425,0.168,0.036,0.52,0.391,0.803,0.54,0.767,0.159,0.69,0.227,0.839,0.922,0.637
0.0,0.273,0.586,0.967,0.648,0.665,0.762,0.241,0.71,0.733,0.978,0.205,0.951,0.571,0.495,0.612,0.773,0.424,0.419,0.004,0.639,0.248,0.328,0.004,0.75,0.854
1.0,0.758,0.628,0.491,0.134,0.277,0.051,0.117,0.996,0.157,0.806,0.45,0.589,0.409,0.182,0.213,0.873,0.971,0.302,0.006,0.368,0.259,0.677,0.036,0.54,0.456
0.0,0.215,0.235,0.337,0.552,0.16,0.463,0.102,0.968,0.427,0.979,0.477,0.985,0.418,0.509,0.623,0.109,0.107,0.416,0.372,0.194,0.366,0.74,0.385,0.829,0.669
0.0,0.432,0.199,0.282,0.822,0.706,0.337,0.327,0.586,0.081,0.417,0.467,0.315,0.729,0.86,0.929,0.17,0.282,0.499,0.924,0.987,0.723,0.763,0.187,0.657,0.189
0.0,0.696,0.935,0.543,0.366,0.677,0.781,0.496,0.488,0.2,0.132,0.849,0.377,0.021,0.328,0.657,0.156,0.568,0.334,0.341,0.731,0.887,0.923,0.814,0.454,0.665
1.0,0.657,0.387,0.163,0.442,0.144,0.063,0.471,0.521,0.735,0.182,0.692,0.644,0.539,0.422,0.706,0.135,0.617,0.11,0.061,0.737,0.759,0.351,0.774,0.872,0.361
0.0,0.984,0.847,0.111,0.351,0.113,0.102,0.178,0.821,0.881,0.033,0.957,0.925,0.76,0.734,0.644,0.419,0.291,0.621,0.098,0.059,0.359,0.706,0.604,0.301,0.105
1.0,0.205,0.071,0.523,0.589,0.869,0.219,0.275,0.331,0.675,1.0,0.968,0.078,0.709,0.333,0.651,0.112,0.165,0.54,0.686,0.9,0.656,0.085,0.411,0.483,0.628
1.0,0.592,0.915,0.49,0.21,0.984,0.324,0.506,0.505,0.702,0.335,0.326,0.645,0.782,0.757,0.946,0.2,0.242,0.808,0.629,0.356,0.754,0.528,0.717,0.899,0.763
0.0,0.589,0.81,0.677,0.984,0.688,0.28,0.609,0.672,0.591,0.532,0.287,0.774,0.21,0.21,0.177,0.333,0.768,0.115,0.237,0.073,0.519,0.151,0.797,0.353,0.524
1.0,0.531,0.184,0.474,0.454,0.89,0.728,0.235,0.194,0.944,0.424,0.361,0.642,0.191,0.966,0.932,0.357,0.938,0.151,0.716,0.516,0.094,0.339,0.23,0.368,0.345
0.0,0.607,0.848,0.538,0.994,0.692,0.651,0.696,0.846,0.933,0.98,0.22,0.252,0.01,0.107,0.271,0.77,0.969,0.62,0.502,0.451,0.55,0.678,0.893,0.489,0.219
1.0,0.115,0.362,0.923,0.647,0.708,0.644,0.075,0.575,0.651,0.863,0.397,0.576,0.765,0.113,0.107,0.334,0.231,0.825,0.604,0.114,0.627,0.532,0.804,0.243,0.874
1.0,0.921,0.93,0.582,0.018,0.007,0.29,0.783,0.542,0.732,0.213,0.946,0.264,0.101,0.892,0.588,0.052,0.727,0.751,0.091,0.664,0.686,0.692,0.915,0.265,0.78
1.0,0.936,0.406,0.709,0.551,0.92,0.04,0.71,0.323,0.818,0.116,0.668,0.473,0.158,0.343,0.39,0.316,0.913,0.392,0.798,0.879,0.327,0.907,0.393,0.377,0.116
0.0,0.248,0.335,0.929,0.237,0.127,0.822,0.176,0.148,0.9,0.838,0.575,0.538,0.971,0.071,0.267,0.933,0.282,0.262,0.691,0.966,0.177,0.996,0.798,0.48,0.835
1.0,0.645,0.229,0.059,0.658,0.084,0.285,0.866,0.184,0.792,0.293,0.768,0.699,0.159,0.713,0.586,0.186,0.534,0.83,0.159,0.803,0.265,0.563,0.095,0.594,0.51
1.0,0.091,0.779,0.795,0.023,0.08,0.125,0.638,0.142,0.047,0.517,0.312,0.599,0.434,0.646,0.404,0.845,0.681,0.877,0.191,0.132,0.419,0.042,0.567,0.531,0.34
1.0,0.664,0.861,0.812,0.121,0.44,0.278,0.747,0.761,0.015,0.618,0.898,0.695,0.683,0.758,0.992,0.092,0.164,0.426,0.318,0.048,0.927,0.194,0.38,0.154,0.472
0.0,0.715,0.762,0.006,0.325,0.789,0.668,0.612,0.262,0.165,0.282,0.541,0.417,0.154,0.078,0.126,0.299,0.212,0.057,0.619,0.505,0.004,0.867,0.01,0.39,0.673
1.0,0.425,0.95,0.326,0.111,0.385,0.876,0.73,0.762,0.841,0.758,0.367,0.741,0.03,0.298,0.766,0.594,0.636,0.785,0.656,0.953,0.936,0.255,0.337,0.407,0.063
0.0,0.284,0.529,0.391,0.304,0.567,0.024,0.212,0.961,0.859,0.284,0.288,0.642,0.463,0.796,0.384,0.325,0.562,0.959,0.971,0.943,0.177,0.867,0.216,0.833,0.337
1.0,0.003,0.824,0.697,0.429,0.482,0.376,0.593,0.463,0.053,0.555,0.315,0.211,0.137,0.802,0.635,0.274,0.895,0.769,0.49,0.869,0.486,0.74,0.963,0.306,0.669
1.0,0.8,0.471,0.112,0.679,0.806,0.235,0.946,0.084,0.005,0.719,0.127,0.638,0.792,0.187,0.912,0.537,0.503,0.535,0.526,0.056,0.337,0.402,0.279,0.264,0.229
0.0,0.695,0.348,0.482,0.234,0.722,0.859,0.805,0.675,0.753,0.503,0.152,0.242,0.217,0.655,0.622,0.759,0.614,0.756,0.183,0.486,0.986,0.853,0.025,0.542,0.969
1.0,0.952,0.884,0.889,0.859,0.541,0.486,0.445,0.098,0.681,0.565,0.837,0.173,0.608,0.619,0.15,0.224,0.353,0.351,0.475,0.988,0.23,0.825,0.102,0.788,0.186
1.0,0.043,0.291,0.364,0.581,0.954,0.977,0.035,0.901,0.6,0.554,0.657,0.459,0.949,0.749,0.404,0.981,0.797,0.971,0.369,0.383,0.477,0.716,0.101,0.504,0.314
0.0,0.067,0.852,0.81,0.264,0.626,0.192,0.694,0.45,0.014,0.618,0.075,0.995,0.12,0.6,0.078,0.014,0.717,0.913,0.606,0.477,0.672,0.379,0.823,0.308,0.119
1.0,0.74,0.689,0.126,0.277,0.421,0.917,0.693,0.283,0.436,0.699,0.805,0.727,0.557,0.419,0.553,0.152,0.356,0.605,0.404,0.942,0.516,0.646,0.982,0.117,0.208
0.0,0.299,0.018,0.259,0.836,0.288,0.848,0.376,0.645,0.679,0.848,0.829,0.822,0.453,0.487,0.994,0.411,0.56,0.423,0.249,0.549,0.348,0.069,0.247,0.185,0.192
0.0,0.255,0.054,0.721,0.979,0.494,0.21,0.132,0.902,0.454,0.536,0.34,0.65,0.41,0.497,0.078,0.803,0.817,0.693,0.742,0.149,0.655,0.849,0.838,0.088,0.112
0.0,0.428,0.484,0.778,0.163,0.813,0.397,0.904,0.748,0.341,0.442,0.106,0.877,0.694,0.396,0.486,0.037,0.467,0.897,0.007,0.329,0.035,0.228,0.454,0.813,0.925
1.0,0.188,0.008,0.5,0.504,0.716,0.187,0.311,0.478,0.764,0.785,0.819,0.103,0.003,0.899,0.482,0.975,0.477,0.964,0.185,0.087,0.116,0.131,0.714,0.858,0.739
1.0,0.032,0.602,0.855,0.299,0.648,0.569,0.913,0.574,0.558,0.257,0.394,0.406,0.677,0.501,0.281,0.998,0.841,0.885,0.273,0.197,0.343,0.319,0.594,0.294,0.26
0.0,0.462,0.905,0.276,0.272,0.731,0.872,0.588,0.014,0.094,0.354,0.851,0.649,0.198,0.106,0.503,0.706,0.24,0.745,0.845,0.932,0.084,0.772,0.131,0.376,0.335
1.0,0.139,0.399,0.742,0.632,0.98,0.29,0.132,0.598,0.066,0.908,0.832,0.189,0.247,0.669,0.08,0.585,0.06,0.999,0.92,0.611,0.422,0.49,0.185,0.6,0.226
0.0,0.602,0.483,0.168,0.312,0.348,0.0,0.117,0.437,0.486,0.803,0.303,0.884,0.878,0.94,0.021,0.333,0.231,0.433,0.489,0.243,0.872,0.853,0.026,0.448,0.339
1.0,0.802,0.383,0.035,0.634,0.279,0.553,0.131,0.203,0.582,0.979,0.459,0.466,0.713,0.438,0.1,0.626,0.885,0.38,0.89,0.861,0.882,0.546,0.52,0.034,0.34
1.0,0.671,0.42,0.232,0.371,0.222,0.943,0.319,0.712,0.639,0.438,0.444,0.176,0.622,0.155,0.25,0.776,0.303,0.993,0.036,0.134,0.524,0.472,0.343,0.591,0.151
1.0,0.109,0.591,0.516,0.538,0.413,0.445,0.236,0.965,0.453,0.745,0.724,0.395,0.949,0.023,0.835,0.536,0.25,0.293,0.076,0.007,0.273,0.909,0.745,0.78,0.66
1.0,0.788,0.237,0.325,0.232,0.244,0.64,0.698,0.038,0.386,0.331,0.051,0.734,0.368,0.383,0.056,0.298,0.376,0.07,0.835,0.68,0.816,0.569,0.493,0.77,0.729
0.0,0.825,0.763,0.647,0.043,0.108,0.819,0.186,0.421,0.522,0.448,0.211,0.518,0.079,0.444,0.524,0.413,0.004,0.716,0.094,0.234,0.498,0.912,0.492,0.396,0.694
1.0,0.814,0.287,0.42,0.591,0.176,0.04,0.766,0.572,0.984,0.232,0.403,0.008,0.91,0.968,0.883,0.581,0.958,0.292,0.575,0.699,0.954,0.255,0.105,0.997,0.654
0.0,0.668,0.206,0.482,0.155,0.798,0.24,0.358,0.117,0.07,0.765,0.044,0.896,0.3,0.24,0.463,0.341,0.43,0.655,0.398,0.321,0.164,0.133,0.218,0.503,0.004
1.0,0.173,0.628,0.351,0.796,0.839,0.03,0.977,0.714,0.099,0.016,0.85,0.068,0.817,0.631,0.832,0.824,0.599,0.134,0.605,0.928,0.851,0.084,0.442,0.506,0.17
1.0,0.858,0.732,0.67,0.173,0.776,0.759,0.129,0.849,0.181,0.565,0.006,0.198,0.835,0.255,0.011,0.133,0.897,0.07,0.123,0.704,0.264,0.289,0.411,0.113,0.682
1.0,0.526,0.322,0.063,0.099,0.983,0.323,0.114,0.307,0.108,0.677,0.275,0.591,0.36,0.192,0.779,0.95,0.987,0.473,0.523,0.619,0.667,0.402,0.486,0.054,0.554
1.0,0.945,0.997,0.234,0.328,0.571,0.031,0.253,0.947,0.268,0.15,0.11,0.632,0.837,0.88,0.517,0.855,0.867,0.535,0.199,0.239,0.594,0.731,0.845,0.412,0.276
1.0,0.388,0.329,0.773,0.18,0.522,0.519,0.808,0.378,0.92,0.956,0.552,0.016,0.267,0.161,0.931,0.93,0.05,0.992,0.975,0.993,0.399,0.138,0.179,0.391,0.444
1.0,0.858,0.07,0.366,0.414,0.437,0.044,0.341,0.443,0.761,0.282,0.497,0.3,0.88,0.447,0.438,0.98,0.692,0.361,0.796,0.906,0.501,0.138,0.297,0.392,0.222
0.0,0.306,0.492,0.656,0.952,0.879,0.437,0.353,0.255,0.851,0.194,0.87,0.962,0.64,0.502,0.014,0.415,0.723,0.964,0.019,0.637,0.233,0.106,0.362,0.818,0.456
1.0,0.075,0.955,0.438,0.444,0.29,0.791,0.781,0.419,0.095,0.015,0.206,0.101,0.403,0.957,0.642,0.067,0.43,0.89,0.56,0.839,0.439,0.376,0.59,0.089,0.169
1.0,0.069,0.396,0.148,0.005,0.208,0.135,0.24,0.697,0.232,0.582,0.56,0.134,0.336,0.101,0.761,0.105,0.447,0.889,0.125,0.919,0.618,0.674,0.511,0.19,0.63
0.0,0.193,0.436,0.865,0.042,0.05,0.44,0.134,0.357,0.785,0.369,0.024,0.816,0.078,0.98,0.539,0.34,0.438,0.977,0.75,0.117,0.256,0.676,0.836,0.854,0.411
0.0,0.998,0.112,0.246,0.955,0.194,0.004,0.376,0.467,0.445,0.813,0.165,0.091,0.034,0.909,0.82,0.293,0.674,0.387,0.387,0.257,0.171,0.299,0.261,0.842,0.559
1.0,0.563,0.065,0.347,0.552,0.17,0.29,0.571,0.572,0.725,0.674,0.222,0.336,0.989,0.443,0.528,0.164,0.039,0.599,0.703,0.506,0.179,0.539,0.277,0.479,0.938
1.0,0.215,0.928,0.076,0.366,0.673,0.174,0.568,0.726,0.9,0.381,0.854,0.154,0.968,0.836,0.212,0.178,0.149,0.553,0.177,0.655,0.616,0.691,0.774,0.518,0.002
1.0,0.923,0.727,0.258,0.133,0.813,0.08,0.283,0.178,0.092,0.433,0.523,0.203,0.769,0.607,0.046,0.981,0.104,0.961,0.411,0.097,0.7,0.552,0.139,0.076,0.176
1.0,0.898,0.922,0.846,0.637,0.572,0.384,0.388,0.614,0.426,0.619,0.588,0.234,0.865,0.778,0.772,0.342,0.666,0.165,0.107,0.68,0.485,0.692,0.009,0.356,0.681
0.0,0.964,0.535,0.991,0.634,0.275,0.08,0.618,0.007,0.477,0.912,0.954,0.447,0.623,0.168,0.386,0.651,0.021,0.948,0.196,0.845,0.823,0.916,0.02,0.216,0.464
0.0,0.468,0.531,0.41,0.729,0.436,0.887,0.608,0.82,0.144,0.154,0.598,0.882,0.138,0.877,0.307,0.67,0.11,0.053,0.721,0.468,0.229,0.03,0.295,0.107,0.482
1.0,0.53,0.194,0.487,0.531,0.396,0.629,0.874,0.661,0.519,0.159,0.461,0.568,0.915,0.698,0.531,0.216,0.88,0.574,0.568,0.96,0.172,0.643,0.488,0.208,0.83
0.0,0.667,0.827,0.674,0.528,0.624,0.523,0.796,0.313,0.798,0.785,0.144,0.126,0.765,0.808,0.914,0.229,0.364,0.38,0.705,0.621,0.878,0.768,0.58,0.715,0.429
0.0,0.796,0.323,0.007,0.615,0.214,0.315,0.774,0.395,0.166,0.114,0.609,0.591,0.192,0.251,0.797,0.956,0.965,0.219,0.987,0.166,0.413,0.76,0.608,0.608,0.04
0.0,0.693,0.425,0.727,0.18,0.914,0.26,0.617,0.886,0.333,0.053,0.562,0.956,0.313,0.462,0.263,0.587,0.956,0.556,0.992,0.119,0.417,0.748,0.299,0.12,0.752
0.0,0.822,0.567,0.273,0.656,0.693,0.927,0.553,0.632,0.862,0.87,0.007,0.893,0.451,0.989,0.056,0.516,0.012,0.049,0.426,0.07,0.297,0.411,0.79,0.758,0.312
0.0,0.476,0.351,0.982,0.906,0.608,0.036,0.838,0.883,0.377,0.871,0.003,0.787,0.475,0.281,0.002,0.205,0.656,0.401,0.423,0.759,0.801,0.375,0.722,0.623,0.634
0.0,0.476,0.962,0.736,0.937,0.814,0.008,0.595,0.247,0.289,0.527,0.578,0.451,0.102,0.685,0.085,0.044,0.008,0.603,0.151,0.169,0.845,0.688,0.4,0.864,0.846
1.0,0.237,0.34,0.936,0.05,0.028,0.016,0.237,0.604,0.863,0.483,0.73,0.08,0.196,0.957,0.53,0.776,0.282,0.176,0.607,0.796,0.186,0.436,0.002,0.562,0.292
1.0,0.581,0.38,0.871,0.01,0.25,0.901,0.936,0.602,0.445,0.18,0.381,0.081,0.965,0.177,0.417,0.942,0.325,0.033,0.554,0.733,0.028,0.733,0.295,0.401,0.994
0.0,0.459,0.062,0.012,0.123,0.733,0.181,0.289,0.507,0.795,0.105,0.341,0.012,0.477,0.033,0.7,0.579,0.133,0.249,0.126,0.466,0.977,0.985,0.482,0.439,0.233
0.0,0.73,0.53,0.654,0.543,0.049,0.556,0.521,0.144,0.132,0.305,0.537,0.918,0.281,0.426,0.229,0.144,0.847,0.209,0.574,0.049,0.847,0.564,0.117,0.835,0.905
0.0,0.118,0.948,0.179,0.078,0.889,0.307,0.323,0.867,0.392,0.386,0.072,0.969,0.802,0.712,0.968,0.831,0.172,0.366,0.115,0.167,0.939,0.943,0.566,0.527,0.879
0.0,0.057,0.446,0.685,0.136,0.4,0.362,0.57,0.631,0.788,0.646,0.34,0.809,0.909,0.434,0.914,0.841,0.285,0.187,0.693,0.031,0.267,0.628,0.815,0.192,0.835
0.0,0.728,0.827,0.919,0.005,0.354,0.836,0.104,0.338,0.959,0.026,0.824,0.828,0.33,0.16,0.751,0.875,0.993,0.901,0.245,0.306,0.51,0.351,0.192,0.384,0.021
