y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0,0.409,-4.826,-3.05,-0.043,-1.247,2.136,-0.047,-0.498,-3.249,-1.187
3.0,-0.403,2.832,3.744,2.773,-0.06,0.025,-1.85,-1.405,-2.34,1.55
3.0,0.628,1.118,3.32,1.811,0.699,0.156,-0.322,-2.237,-1.978,0.828
0.0,-1.783,0.618,2.775,-1.767,0.033,2.296,2.322,-0.418,-0.155,-0.209
3.0,2.776,0.33,2.696,1.674,2.469,-2.114,-1.677,-0.529,-1.779,0.495
2.0,-2.592,-2.261,0.027,0.915,-2.466,-3.823,-3.164,-0.145,1.533,3.069
2.0,-1.587,-2.475,-1.091,-1.947,-0.642,-0.784,-1.685,-1.777,-0.844,-3.035
2.0,-0.167,-1.248,-3.729,-2.224,-1.929,2.871,-3.409,-2.295,4.021,2.753
2.0,-0.639,-2.905,-3.578,-2.305,-0.187,1.438,-1.097,-2.832,0.395,1.889
3.0,-3.412,2.263,6.26,2.421,-3.023,-1.36,-4.096,-3.223,-1.349,0.916
1.0,-1.925,1.731,-0.382,0.299,1.702,-0.493,0.63,2.917,0.755,-2.231
2.0,0.973,-3.183,1.224,-3.808,3.916,1.103,-3.413,-0.191,-1.198,-3.136
2.0,-4.959,-4.02,0.815,-1.581,1.823,-3.763,1.701,-1.009,-0.255,-0.151
2.0,-1.808,-2.3,-1.809,0.033,0.047,-0.103,-3.677,-3.364,-0.632,4.874
2.0,2.627,0.791,0.733,5.987,-0.484,-0.599,-1.348,1.368,-2.707,0.784
3.0,3.873,4.088,4.994,3.453,-0.193,-3.418,-2.82,-4.169,-1.586,2.699
3.0,3.282,3.413,1.708,1.661,1.12,-3.224,-2.465,-2.731,-0.245,2.838
1.0,1.674,1.476,2.655,-1.578,1.732,-2.252,-4.216,-0.767,-0.449,0.36
0.0,2.985,0.479,2.21,0.548,1.375,3.594,-0.819,0.526,1.413,2.806
2.0,-2.459,0.322,-2.617,-1.282,0.704,-0.461,0.548,-0.761,-2.218,-4.892
3.0,2.366,3.238,2.687,1.832,2.128,-0.771,-3.516,-3.367,-3.041,3.114
3.0,1.883,2.623,3.689,-1.112,2.439,-1.837,-2.142,-5.007,-2.87,4.375
0.0,3.939,3.151,1.679,1.988,6.626,-0.536,-0.053,4.165,2.473,-1.378
3.0,-1.313,0.87,4.333,2.303,-0.661,1.325,-1.751,-1.185,-1.826,1.644
3.0,2.769,0.325,1.406,2.343,1.346,0.831,-2.952,-3.477,-2.846,4.262
3.0,1.688,2.752,-0.224,2.206,0.746,-2.749,-1.489,-0.573,0.311,0.494
1.0,0.794,3.11,1.195,1.761,5.432,-2.051,-1.383,2.502,-1.196,-2.365
3.0,-0.582,7.306,-1.39,-2.855,-2.805,-3.325,-0.734,-3.377,-0.117,3.562
0.0,-0.267,-2.261,2.6,3.514,3.041,3.971,0.355,-0.856,0.57,2.08
3.0,1.45,-1.212,-0.255,-0.379,-1.534,3.787,1.405,-2.206,-4.681,1.185
1.0,-2.362,-3.775,-3.197,2.805,-2.517,2.957,2.427,2.402,1.704,-4.174
2.0,-4.004,-1.902,-2.346,-2.688,1.71,-3.9,-2.363,0.462,0.106,0.482
2.0,0.344,-0.917,-0.456,0.31,-0.599,0.129,-0.218,-1.114,-2.482,-2.513
1.0,-0.516,2.355,0.518,0.421,3.208,-2.384,-1.036,2.307,-0.014,-0.976
0.0,-0.451,1.364,2.633,2.979,1.669,-2.001,-2.148,0.926,1.065,1.101
2.0,-4.111,-0.503,-1.118,-4.005,6.129,-1.607,-3.522,-3.018,-1.438,-3.769
0.0,-0.292,0.411,0.984,-3.924,0.004,2.656,2.061,2.465,2.482,1.01
3.0,0.613,0.752,1.871,3.08,0.897,-2.941,-1.39,0.556,-2.856,1.067
0.0,3.867,-1.217,2.169,3.677,0.226,4.082,-3.245,-1.377,4.351,0.87
2.0,-0.949,-0.807,-2.608,-2.448,-1.036,-1.986,0.992,-0.397,0.888,-2.673
1.0,-0.62,2.168,2.371,-3.083,-0.335,2.182,0.164,4.906,-2.986,-3.472
1.0,-0.63,-1.329,-0.989,-0.597,-4.157,2.496,3.498,1.728,0.406,-3.214
2.0,1.551,-1.8,-0.277,0.478,3.34,-1.478,-4.462,0.31,-3.768,0.759
3.0,-3.46,-0.843,5.25,-0.114,-1.286,-3.021,0.277,-1.145,-1.361,4.564
1.0,-0.794,-2.994,-3.584,0.32,-1.784,3.284,0.732,-0.027,-1.616,-0.835
0.0,-1.613,-2.959,2.02,-1.288,1.833,2.439,-0.821,2.519,1.147,-3.609
2.0,-1.481,-0.757,-2.377,-0.72,0.733,-0.313,-0.843,-1.893,-2.529,-2.75
1.0,-3.021,0.103,-1.195,-1.115,0.355,-0.007,-1.015,3.077,-1.037,2.343
1.0,-3.08,-0.892,-3.418,2.479,-1.807,1.136,1.788,3.746,0.362,1.08
1.0,0.168,3.105,2.222,-3.712,-0.889,-2.37,-4.039,-0.206,-3.328,-2.867
0.0,-1.14,-2.137,1.335,-1.764,2.259,0.611,2.036,-0.606,1.435,-2.674
3.0,0.459,2.932,1.711,-0.729,-0.563,0.06,0.553,-1.744,-2.062,4.045
1.0,-2.122,0.422,-1.334,2.944,-1.695,0.523,-1.02,1.294,-2.725,-2.12
3.0,0.252,2.354,1.532,3.243,1.165,-0.775,-2.301,0.22,-2.378,-0.355
1.0,0.135,-0.273,-1.301,0.195,-0.443,0.098,0.666,1.392,-2.798,0.003
1.0,-4.846,-0.474,-0.153,-1.675,-1.469,1.046,0.076,2.544,-2.09,-2.472
2.0,0.533,-1.893,-1.83,-3.73,-1.975,-1.395,0.835,-0.879,1.802,-1.316
1.0,-1.52,0.963,0.241,-3.554,-0.846,2.148,-2.294,-0.988,-3.259,-2.173
1.0,-1.772,1.728,-1.453,-1.28,0.199,0.539,-0.261,2.578,0.447,0.149
2.0,-4.609,-2.338,-3.746,-0.688,-1.501,1.866,-3.381,-2.063,1.944,2.71
3.0,6.349,1.274,2.927,3.011,2.629,-4.819,-3.583,-2.958,-3.662,2.547
3.0,-4.67,-2.085,3.311,4.221,1.771,4.779,-2.868,1.195,-0.674,1.459
2.0,-1.57,-3.646,0.251,-0.952,-2.586,-4.046,-0.96,0.538,2.51,1.544
2.0,-2.929,-2.036,-2.428,-2.209,1.964,-1.618,-0.904,-2.58,-0.913,0.236
0.0,-2.295,5.66,-0.41,0.174,-0.82,-0.57,-4.054,4.108,-0.541,4.199
2.0,-2.32,-2.63,-2.332,-2.0,0.154,-0.139,-1.966,-4.137,0.089,4.875
2.0,-2.094,-1.45,-1.116,-3.164,-2.307,-1.562,-0.552,-3.939,-0.143,2.882
1.0,-2.453,-3.894,-1.995,2.376,-0.812,2.179,2.375,0.737,-1.022,-2.363
2.0,1.541,-0.543,0.933,-0.4,2.353,-1.06,-3.905,-1.192,-2.465,-2.049
3.0,6.386,0.698,3.086,4.081,-0.699,-3.462,-1.506,-3.073,-2.104,3.93
1.0,-2.731,1.588,2.086,-3.561,-0.935,-1.922,-2.333,0.566,-3.902,-3.248
3.0,-0.557,3.014,-0.547,-1.568,0.298,1.453,0.39,-1.545,-1.83,5.282
3.0,3.193,1.854,4.195,0.51,2.143,-5.781,-2.246,-3.637,-2.137,1.555
2.0,-2.568,-0.949,-1.19,2.465,-1.39,1.373,1.729,1.388,-1.34,-2.159
0.0,2.803,-1.245,3.911,2.126,4.437,2.444,2.813,-1.342,1.006,-0.587
0.0,0.879,0.6,2.245,2.015,1.171,2.432,-1.555,0.255,1.428,0.555
1.0,-4.077,-1.445,1.273,-0.723,0.709,-1.714,0.017,0.974,-2.627,-2.072
2.0,0.259,2.413,-2.32,0.276,-0.235,-1.168,-0.039,-4.506,-2.173,-4.451
1.0,-1.292,1.164,3.98,0.113,5.38,-3.949,-0.804,2.882,0.265,-0.07
0.0,2.676,2.575,3.23,2.082,3.136,-0.17,0.166,0.335,1.924,0.438
1.0,-2.748,2.339,0.789,-3.451,-0.627,-0.069,-1.435,0.714,-1.87,-3.564
2.0,-1.754,-2.922,-0.037,-1.344,1.291,-2.324,-1.483,-4.036,-1.426,-3.331
0.0,-2.321,-2.603,3.219,0.571,-0.651,-2.011,3.49,-1.035,-0.12,-1.618
2.0,-3.009,-0.291,-1.638,1.618,-0.537,-2.026,1.765,-6.86,-2.587,-0.244
1.0,-1.617,0.298,1.546,0.546,2.89,-3.192,-0.358,1.701,2.683,-0.734
1.0,-0.803,-2.385,-0.517,3.289,-1.884,0.499,2.537,0.206,-1.34,-1.471
3.0,1.744,2.667,3.86,-1.147,4.547,-2.28,-2.001,-2.553,-1.887,0.114
3.0,0.804,-0.555,-2.592,2.105,0.882,-2.936,-4.489,-6.555,-4.243,-0.365
1.0,-3.265,-2.106,-1.297,0.899,-1.668,1.486,2.133,2.229,-1.748,-0.962
3.0,2.64,0.791,0.581,3.201,1.367,-0.652,-1.487,0.245,-3.633,2.303
1.0,-1.41,1.474,0.419,3.028,-0.843,-0.458,1.373,1.883,-2.557,-0.039
1.0,0.076,-2.373,-6.037,0.263,3.178,2.477,1.296,-0.211,-1.196,2.759
1.0,-3.482,-3.498,-1.589,-2.529,-4.495,1.88,1.559,2.789,-1.894,-2.224
3.0,-2.84,2.811,3.26,0.572,-2.7,-2.12,-1.479,-2.531,-0.292,4.333
0.0,4.427,2.213,1.799,0.389,1.649,-0.721,-1.778,0.75,3.45,-0.605
0.0,2.696,-1.782,1.979,0.324,3.523,2.484,2.052,-2.56,-1.869,-1.365
3.0,1.21,3.653,3.67,-1.228,-1.024,-2.116,0.767,-2.654,-0.781,3.849
1.0,0.439,1.919,0.878,-0.935,2.957,-1.936,-2.644,-0.272,-1.279,0.343
3.0,0.72,2.197,1.905,-2.644,-0.648,-1.012,1.832,-2.874,-1.461,4.233
3.0,-1.696,1.651,2.409,1.831,-0.491,-0.692,-0.075,-1.312,-2.32,2.356
3.0,3.044,4.149,3.672,3.241,-0.617,-5.157,-2.829,-3.161,-2.202,4.064
3.0,-2.935,1.434,0.543,1.314,-1.925,1.94,-2.959,-1.481,-3.192,1.913
3.0,2.539,1.291,0.97,0.639,1.125,-2.569,-2.928,-4.777,-1.0,5.013
0.0,-4.118,-1.558,2.203,3.302,1.146,2.025,0.929,0.938,-1.74,-4.34
1.0,-0.774,0.911,1.008,0.772,-2.775,-0.233,0.379,0.395,-3.695,-1.642
0.0,-0.073,-0.174,0.552,2.777,-0.044,2.974,-1.697,2.162,1.64,1.048
0.0,5.977,0.347,2.975,2.945,3.92,-0.604,-0.365,-0.369,5.335,-1.674
2.0,-3.479,-0.745,-0.459,-0.617,-1.926,-3.803,-1.549,-0.728,1.281,1.254
0.0,1.365,1.7,0.397,3.832,1.639,4.504,-1.427,-0.19,2.288,0.938
0.0,-2.092,-1.14,2.888,-1.092,-1.201,1.608,-0.235,2.414,0.382,-2.287
3.0,2.009,1.437,2.442,1.674,1.256,-0.197,-3.264,-3.207,-3.797,3.958
3.0,0.454,2.403,3.51,2.664,0.77,-3.939,-1.359,1.618,-3.3,2.484
0.0,2.755,2.562,-0.871,2.676,-0.025,1.251,-3.813,5.997,4.561,-0.041
2.0,-2.389,-2.032,-1.814,-1.496,-1.138,-1.244,-1.487,-3.678,-0.388,3.845
0.0,0.772,0.234,2.703,-4.233,-1.511,1.689,1.033,0.76,0.453,0.177
3.0,3.91,2.211,4.646,5.058,-1.503,-2.743,-2.241,-3.458,-4.439,4.536
0.0,-4.327,1.289,0.211,1.822,0.072,5.722,1.505,4.904,2.456,-0.54
3.0,-3.022,0.528,2.246,1.786,1.189,2.823,-1.517,-0.205,-0.332,3.283
1.0,-0.388,-2.892,-1.705,1.065,-0.944,2.387,1.251,-1.096,-2.459,-2.072
1.0,-1.21,1.412,2.875,-4.955,-1.219,0.331,-3.744,-1.718,-6.234,-3.94
2.0,-0.677,-0.794,0.63,-1.283,-0.065,-2.903,-2.398,-0.916,1.999,2.311
2.0,-0.362,-2.453,0.587,0.742,0.146,-4.22,-0.882,0.719,-0.553,-0.063
1.0,-1.685,0.899,1.256,-2.034,0.666,-4.423,-4.252,-0.075,-2.953,1.741
1.0,-4.139,1.463,1.663,-0.953,0.033,-1.575,0.446,5.464,-0.227,-3.159
1.0,-2.356,1.52,1.599,-2.98,0.055,0.73,-0.562,3.008,-3.028,-1.936
1.0,-0.398,-3.28,-2.251,3.207,1.005,1.534,2.305,0.938,-0.827,-1.698
1.0,-5.618,-0.217,1.281,-0.609,-0.016,-1.876,1.654,4.001,-1.64,-4.458
2.0,-1.159,-0.616,-1.433,-0.502,-0.024,-2.54,-1.019,-3.041,-0.995,-0.944
2.0,-2.461,0.285,-0.668,0.345,2.909,-2.458,-0.408,-5.091,-2.672,-1.451
0.0,1.998,2.282,0.815,0.976,-0.293,0.056,-2.579,0.548,3.417,0.82
3.0,0.351,0.846,0.298,1.487,0.397,4.109,0.471,-0.359,-2.514,1.845
1.0,0.862,3.665,1.645,-2.911,0.996,-1.581,-4.176,1.057,-5.684,-1.942
2.0,-2.554,-2.978,-2.346,-2.539,0.849,-0.65,-0.693,-1.299,-1.465,-3.695
0.0,3.916,4.262,1.532,0.307,1.42,1.227,-2.657,1.003,2.608,0.0
0.0,1.194,1.408,1.491,1.785,1.054,3.418,-2.421,0.814,0.885,3.958
3.0,2.743,2.08,3.858,1.621,1.233,-2.321,-1.916,-1.113,-4.553,4.643
1.0,-0.468,-1.885,-4.642,1.743,1.81,0.375,1.913,1.305,0.022,-0.016
0.0,-0.891,-2.41,0.814,-3.552,1.4,0.601,0.701,1.442,1.966,-3.311
1.0,-2.768,4.269,-0.796,-1.029,0.127,-1.027,-2.026,3.619,-3.379,-3.895
0.0,-0.101,2.856,0.633,0.634,-1.031,4.709,-2.734,2.068,-0.01,4.489
3.0,-0.933,3.53,1.424,1.577,-0.799,-2.481,0.997,1.003,-1.598,3.968
2.0,-1.217,-3.996,-2.166,0.925,-1.496,-3.599,-3.111,-3.214,-1.845,3.501
3.0,0.946,4.437,0.344,-0.449,-2.454,0.89,-1.142,-3.754,-1.693,-0.005
1.0,0.471,-0.562,-1.191,0.128,-3.668,1.405,0.928,2.368,-0.233,-3.428
1.0,4.999,3.677,2.326,0.987,6.047,-4.602,-4.81,-1.174,-0.763,0.926
2.0,-2.578,-0.714,-0.124,-1.809,1.673,-2.581,-0.784,-2.327,-0.386,-2.144
0.0,-0.006,3.051,0.017,1.088,1.274,2.855,-1.847,4.666,-0.243,2.407
0.0,3.132,-0.254,1.572,2.283,1.224,3.529,-3.219,1.104,3.426,0.515
1.0,-5.417,-0.958,0.545,-0.437,2.778,0.308,2.722,1.138,-0.27,-3.005
3.0,0.968,2.702,2.035,-0.615,3.034,-3.824,-1.046,0.066,-1.044,0.711
2.0,-0.683,-1.551,-2.754,0.706,-0.429,-1.756,-0.24,-0.571,-3.163,-2.493
1.0,-1.321,1.695,-0.286,4.206,0.083,1.749,1.924,0.789,-1.154,-2.404
2.0,0.299,-1.532,-0.96,-0.258,2.09,0.791,-0.939,-1.053,-3.787,-3.11
0.0,-2.879,1.468,2.556,-0.459,-2.848,1.84,1.703,1.483,-0.863,-0.945
3.0,2.308,3.365,4.711,1.901,1.235,1.077,-2.869,-4.567,-5.697,5.025
2.0,-4.195,-4.106,-3.018,-2.909,-3.681,-0.085,-0.551,-2.998,2.336,3.276
1.0,-4.465,2.318,1.368,-0.624,2.602,-4.327,-2.585,1.771,-1.572,-1.737
1.0,0.215,-2.122,-5.357,2.023,-0.032,2.836,1.143,3.628,1.762,-0.258
0.0,-0.082,-2.101,2.658,0.771,0.048,2.595,-1.267,-1.893,0.187,1.871
0.0,0.29,3.103,0.743,0.812,2.368,-1.691,-3.281,3.885,0.379,1.86
2.0,-1.236,-3.353,-3.035,-2.575,-1.716,-0.753,0.139,-2.834,0.192,1.946
1.0,-2.091,-1.676,4.188,-3.556,0.083,-1.019,-2.144,0.4,-4.644,-0.685
1.0,-0.913,-2.717,-1.526,1.137,0.325,-0.142,0.272,-0.424,-4.579,-0.549
0.0,-2.917,-0.63,2.197,-4.148,-0.605,2.029,-0.348,0.909,0.942,-3.854
0.0,-1.806,-1.566,1.227,-3.275,-0.073,-0.627,0.178,4.735,4.077,-0.475
0.0,5.74,-0.313,0.86,-1.042,2.6,3.413,1.618,2.899,2.536,-0.141
3.0,-0.378,3.758,0.519,-1.37,-1.622,0.333,-0.04,-3.865,0.724,3.711
1.0,-2.087,1.089,0.853,-0.884,2.237,-4.345,-3.15,-0.642,-0.989,0.619
2.0,-0.958,-3.796,2.518,-1.064,0.459,-0.665,1.839,0.123,-1.247,-4.062
0.0,-0.246,-2.9,3.253,-3.477,2.64,-1.05,-0.597,-0.81,0.365,-2.655
3.0,-4.327,1.319,2.207,3.574,-2.386,-0.052,-3.544,-0.241,0.067,0.715
3.0,-3.229,2.709,-1.218,0.757,-1.456,3.114,-3.338,-2.057,-2.778,0.544
0.0,1.124,1.639,2.87,1.894,4.748,3.793,-0.434,3.052,-1.332,3.387
3.0,0.102,2.585,2.503,-0.378,2.466,0.941,-2.032,-3.384,-1.269,2.205
1.0,-2.645,-1.739,-1.737,2.524,0.099,0.248,0.278,2.106,-2.633,-0.067
2.0,-2.636,-2.459,-1.232,0.198,2.981,-4.79,-2.573,-0.547,-2.135,3.746
3.0,2.336,2.086,4.249,2.373,1.467,-4.603,-2.864,-1.815,-3.531,2.99
2.0,-0.911,-1.189,-0.942,-0.738,-0.396,-1.274,-3.956,-1.3,3.063,4.147
3.0,3.243,3.118,1.779,2.29,1.068,-2.981,-1.96,-1.457,-2.316,2.834
1.0,0.774,1.941,-0.681,-0.603,-1.57,0.523,0.022,0.93,-2.458,0.238
3.0,0.163,3.08,2.08,3.446,-0.999,2.079,-2.277,-0.591,-0.447,-0.533
2.0,0.098,-2.908,0.695,-1.486,-2.596,-2.926,-1.595,-0.08,2.352,1.688
2.0,-0.3,-2.811,-2.133,0.291,2.229,-0.27,-2.332,-0.608,-0.117,1.425
0.0,-2.367,-1.804,2.875,-0.775,1.528,1.634,2.06,1.816,0.196,-0.469
1.0,-1.452,-3.137,-1.826,-1.092,-2.286,1.872,2.184,1.495,-0.62,-3.026
3.0,2.589,1.661,2.715,2.183,-0.092,-1.495,-0.902,-2.725,-3.466,5.156
3.0,0.465,1.035,-0.309,0.295,-2.278,1.743,-0.659,-1.718,-3.154,1.796
1.0,-1.37,-1.928,0.49,2.11,-2.505,0.0,-1.46,-0.201,-5.425,-2.13
3.0,-1.745,-0.932,1.637,2.526,-0.502,2.319,-0.329,-0.265,1.116,1.391
1.0,-7.07,-0.971,2.484,-0.64,-1.012,3.134,-1.198,5.136,1.013,-4.772
3.0,2.813,0.46,1.89,0.951,0.834,0.538,-0.856,-4.557,-2.769,4.206
2.0,1.08,-1.887,-1.086,2.767,-0.493,-1.417,-0.924,-5.301,-3.831,1.298
3.0,-1.072,-1.091,0.777,1.474,-0.58,3.634,-0.318,-0.629,-2.745,3.223
1.0,-3.362,0.594,0.86,1.052,2.794,-2.487,1.467,2.73,0.761,-2.88
0.0,-1.468,-1.529,3.566,-1.779,2.668,-0.755,2.713,-1.206,-0.248,0.413
2.0,-6.652,-2.33,-2.369,-2.193,-2.251,-6.273,1.639,-1.563,2.407,-0.18
1.0,-2.043,1.171,-0.445,2.903,4.509,-3.42,-1.025,2.588,-1.997,-1.121
1.0,-0.13,0.464,-3.193,2.003,-0.438,-0.039,1.311,3.269,0.563,-0.622
3.0,0.585,-1.541,2.535,3.178,-3.06,3.563,-0.445,-2.227,-3.073,-1.515
0.0,1.259,1.993,2.977,3.108,1.894,1.56,-0.996,0.761,1.116,2.67
3.0,-2.093,0.334,2.721,2.248,1.414,1.495,-1.352,1.566,-1.394,2.379
1.0,-0.263,1.845,1.65,-1.301,1.181,-2.7,-3.14,-0.249,-2.75,-2.297
0.0,-0.232,0.209,0.159,-2.108,-1.08,0.639,5.202,-2.22,0.271,-1.456
3.0,-0.576,3.716,4.197,3.518,-0.051,-1.445,-1.274,-1.079,-2.429,-2.723
0.0,1.245,-0.487,3.129,-1.458,0.682,-0.148,2.264,-2.123,-1.112,0.457
0.0,-2.054,-5.509,3.699,0.753,3.971,-1.969,3.058,-1.627,1.521,-1.666
1.0,-1.222,1.856,0.199,0.936,2.712,-3.278,-2.915,1.822,-0.939,-0.071
1.0,-3.333,-0.256,-1.266,2.629,-2.296,0.465,2.941,4.064,-0.209,0.884
2.0,-4.368,-1.869,-2.694,-4.633,3.742,0.653,-0.855,0.958,-1.293,-4.569
2.0,1.093,-2.875,0.013,0.69,0.002,0.55,-0.092,-1.675,-3.418,-2.752
2.0,-2.226,-3.52,-0.394,1.292,0.838,-3.24,-0.948,-5.194,-3.452,-1.745
1.0,-3.78,-0.526,1.504,-0.743,1.477,-1.922,-0.119,2.02,-1.175,-1.138
1.0,-4.638,-1.752,3.183,0.734,3.648,-2.997,1.501,3.81,0.898,-0.736
3.0,-2.134,0.417,3.89,1.276,-3.145,0.768,-1.457,-3.312,-4.381,0.432
0.0,-2.524,-1.151,-0.812,-0.099,0.326,2.754,2.082,4.743,3.754,-1.521
3.0,-0.635,6.34,1.034,-3.594,0.322,-1.687,-0.039,-3.025,-1.947,5.631
0.0,4.411,3.809,1.22,2.713,3.395,-0.015,-1.659,3.739,3.325,-2.261
1.0,1.686,2.73,-1.314,-0.923,0.72,-3.561,-5.941,-1.049,0.367,3.992
2.0,-2.048,1.269,-3.237,-3.203,-0.094,0.855,-1.299,-5.025,-0.177,2.197
2.0,-0.548,2.385,-1.157,-2.656,0.111,-0.643,-3.873,-1.956,3.203,2.132
3.0,1.209,3.442,3.369,1.774,-0.247,-3.716,0.052,-0.297,-3.676,3.169
0.0,-1.162,-1.691,-0.036,-2.728,0.049,2.55,-0.08,1.717,1.539,-5.338
1.0,-1.808,-1.773,0.718,0.621,-3.132,1.608,-0.527,0.028,-4.348,-4.599
1.0,0.051,3.417,1.711,-2.298,2.35,-3.017,-1.956,0.679,0.519,-0.676
2.0,-2.306,-0.904,-3.161,-4.17,1.086,-2.682,-3.613,-3.108,1.126,-0.961
1.0,1.794,4.372,1.636,-1.133,1.524,-1.485,-2.429,3.037,1.605,-2.302
1.0,-0.233,2.858,0.896,1.893,5.653,-2.076,0.273,1.663,0.796,-3.205
2.0,-0.272,-0.927,-2.366,-1.194,0.044,-0.051,-2.635,-0.383,3.013,1.129
3.0,0.407,3.303,2.609,1.3,1.586,2.971,-1.031,-0.786,-2.212,-0.169
2.0,-2.32,-2.33,0.815,-3.361,2.014,-1.665,-2.94,-3.791,0.519,-1.319
3.0,-0.629,2.705,0.815,0.089,2.291,-0.153,-2.112,-2.641,-1.244,0.73
2.0,1.531,-2.91,0.568,0.109,-3.749,-2.038,-4.043,1.169,3.798,2.603
2.0,-3.19,-1.874,1.18,-4.093,0.511,-5.141,-0.986,-5.423,3.604,-1.1
1.0,-1.513,-2.482,-1.183,0.132,-3.699,3.337,2.208,1.409,-1.073,-3.22
0.0,2.517,3.849,0.56,2.184,-1.342,4.256,-2.011,0.674,2.604,3.541
3.0,-1.389,4.623,3.111,-1.802,-3.383,-2.311,-1.019,-5.535,-1.08,2.655
1.0,-3.09,0.124,1.621,-2.016,1.325,-3.027,-1.174,-1.885,-2.102,-2.578
0.0,-0.346,-2.212,0.546,-0.927,1.606,2.254,1.414,3.97,3.309,-0.57
2.0,-1.007,-0.991,-2.603,-0.867,-1.295,-0.166,-2.068,-2.045,1.98,1.672
2.0,-3.579,-3.269,0.013,0.604,-2.7,-2.289,-2.866,-1.997,-0.832,4.025
3.0,-1.593,1.38,7.492,0.707,0.191,0.169,-0.481,-3.412,-0.662,2.174
3.0,2.974,3.243,4.887,1.042,1.156,-1.263,-1.059,-4.11,-4.38,3.804
2.0,-0.86,-1.798,-4.804,-4.058,-0.306,1.613,0.995,-3.498,-0.214,-0.35
0.0,-1.565,-1.178,2.064,-1.592,0.179,0.61,2.363,3.019,2.069,0.993
3.0,1.782,2.542,0.225,-0.044,-1.832,1.807,-0.215,-2.092,-3.962,1.626
2.0,-3.357,-4.256,0.002,-4.293,4.118,-4.087,-4.502,0.417,0.828,1.081
2.0,-0.829,0.923,-4.999,-3.747,0.789,1.767,-0.394,-4.624,0.917,0.856
2.0,2.563,0.767,-0.869,-2.897,0.146,-0.953,-1.487,-2.755,0.496,1.286
3.0,0.736,3.583,1.901,3.861,-2.645,1.793,-2.34,-2.253,1.984,-3.571
2.0,-4.105,-1.966,-0.147,0.11,-2.486,-4.181,-3.38,0.142,4.016,3.781
0.0,2.435,-1.03,1.404,-1.539,1.96,2.295,0.12,2.4,0.626,0.976
0.0,-1.718,0.41,2.574,-3.509,0.334,1.439,0.725,1.525,0.324,-0.406
1.0,-3.39,2.535,1.847,-0.255,1.692,-4.591,-2.455,4.926,-2.733,-1.696
2.0,-1.847,-0.632,-4.914,-0.292,3.834,-3.882,-5.463,-3.965,-3.191,3.363
0.0,-0.111,0.618,1.58,-1.305,-2.689,0.82,-1.535,-0.438,0.375,2.585
0.0,0.583,0.503,0.88,3.738,0.272,2.308,-0.192,-0.552,2.566,3.058
0.0,-2.528,-1.004,3.851,0.168,1.725,1.159,1.125,1.137,-0.178,0.223
3.0,2.222,0.451,-0.602,0.792,1.991,2.106,1.768,2.427,0.09,4.662
2.0,-2.994,-3.027,-1.008,-1.629,-1.082,-1.139,-3.606,-2.302,3.145,5.79
2.0,-0.66,-1.831,-3.067,-1.806,-0.499,-0.283,0.252,-3.142,-1.466,0.602
3.0,-0.003,3.139,2.723,3.272,-1.128,-1.41,-1.377,-2.218,-1.913,1.832
1.0,0.8,-3.517,-4.756,-0.214,-2.762,1.337,-1.721,2.057,-1.347,0.789
3.0,-1.936,1.837,-0.642,1.286,-5.725,-1.404,-2.747,-2.091,-2.087,3.278
3.0,1.131,0.807,0.712,0.867,2.579,-0.501,-1.989,-0.315,-0.69,1.149
2.0,-2.851,-0.527,-3.78,-0.761,-0.607,1.369,-2.349,-2.997,0.22,1.787
0.0,-1.434,0.243,-0.296,-2.308,-1.944,2.004,3.056,5.942,3.328,1.261
0.0,2.781,1.927,2.962,2.285,2.978,-0.967,-0.914,-0.591,3.302,-1.614
0.0,2.544,1.051,-0.963,0.535,-2.714,3.089,-3.556,0.746,4.166,2.12
3.0,0.377,-1.375,0.332,2.714,3.086,1.212,-3.397,-1.23,-0.615,-3.471
3.0,-4.903,1.905,5.207,1.709,-2.384,-0.742,-3.843,-3.006,-2.432,-0.119
1.0,-0.117,0.664,-1.417,-0.841,-1.418,-3.189,-1.934,0.534,3.11,-0.175
1.0,-1.793,-1.129,-1.853,3.443,0.038,0.958,0.575,0.198,-2.005,-1.773
3.0,-2.214,-1.453,2.872,0.979,-4.981,-1.158,0.505,-3.642,0.012,3.897
2.0,-0.819,2.262,-2.114,-4.358,-2.89,0.187,-1.694,-3.94,1.827,1.391
3.0,-1.905,-0.494,-1.723,4.149,-3.031,4.657,-2.83,0.135,-3.242,0.768
3.0,3.587,1.388,1.179,4.069,1.383,-1.614,-3.79,-3.062,-0.065,-0.215
0.0,4.05,3.842,1.237,3.317,1.151,3.908,-3.324,2.522,3.253,1.971
0.0,0.473,0.192,4.867,1.246,3.132,0.335,0.225,-2.13,-0.739,1.687
1.0,0.277,-0.604,-0.768,-2.226,-1.622,2.922,0.647,-1.132,-3.572,-2.419
1.0,-1.841,0.251,1.871,-1.167,0.224,-4.304,-3.19,0.495,-1.162,-0.265
1.0,-0.045,2.453,0.198,2.132,-0.824,-0.875,-2.861,1.474,-4.775,0.333
2.0,-1.768,-3.291,-1.61,-1.847,-0.43,-0.917,-0.521,0.284,-0.545,0.765
1.0,2.755,0.47,1.555,-1.167,3.663,-0.885,-3.715,-2.419,-0.59,2.884
